stop_id,bas_road_marking,bench,board_sign,bus,no_objects,rumble_strips,shelter,stop_sign,street_light,trash_bin,zebra_crossing
1000884,0,0,0,0,0,0,0,0,1,0,0
1000886,0,0,1,0,0,0,0,1,0,0,0
1000887,0,0,0,0,0,0,1,0,1,0,0
1000888,0,0,0,0,0,0,0,0,1,0,0
1000889,0,0,0,0,0,0,0,0,2,0,0
1000890,0,0,0,0,0,0,0,0,3,0,0
1000891,0,1,0,0,0,0,2,0,0,0,0
1000892,0,0,0,0,0,0,0,0,1,0,0
1000893,0,0,0,0,0,0,0,0,3,0,0
1000894,0,1,0,0,0,1,2,0,0,0,0
1000895,0,0,1,0,0,0,0,0,1,0,0
1000897,0,0,0,0,0,1,0,0,0,0,0
1000898,0,0,1,0,0,0,0,1,1,0,0
1000899,1,2,0,0,0,0,2,0,0,0,0
1000900,0,1,1,0,0,0,0,1,1,0,0
1000903,0,0,0,0,0,0,0,0,1,0,0
1000906,0,0,1,0,0,0,0,1,0,0,0
1000907,0,0,0,0,1,0,0,0,2,0,0
1000909,0,0,0,2,0,0,0,0,1,0,0
1000910,0,0,0,1,0,1,0,0,1,0,0
1000912,0,0,0,0,0,0,0,0,1,0,0
1000915,2,1,0,0,0,0,1,0,0,0,0
1000916,2,2,0,1,0,1,2,0,0,0,0
1000917,1,1,0,0,0,0,1,0,1,0,0
1000918,1,3,0,0,0,0,3,0,1,1,0
1000922,0,1,0,0,0,0,1,0,1,0,0
1000923,0,1,0,0,0,0,1,0,0,0,0
1000924,0,1,1,0,0,0,1,0,4,1,0
1000925,0,0,0,0,1,1,0,0,0,0,0
1000926,0,0,0,0,0,1,0,1,1,0,0
1000927,0,0,0,0,0,0,1,0,1,0,0
1000929,0,1,0,0,0,0,2,0,2,0,0
1000930,0,0,0,0,1,0,1,0,1,0,0
1000931,3,0,1,0,2,0,2,0,0,0,0
1000932,0,0,0,1,0,3,1,0,3,0,0
1000934,1,1,0,0,1,0,2,0,0,0,0
1000936,0,0,0,2,1,0,0,0,2,0,0
1000939,0,1,0,2,0,0,2,0,0,1,0
1000942,0,1,0,0,1,2,1,0,0,0,0
1000943,0,1,0,0,1,0,1,0,2,0,0
1000944,0,0,2,0,1,0,1,0,1,0,0
1000945,2,1,0,0,1,0,1,0,0,1,0
1000946,1,0,0,0,0,0,0,0,1,0,0
1000947,0,0,0,0,0,0,0,0,2,0,0
1000948,2,0,0,0,0,0,0,0,0,0,0
1000949,0,1,0,0,0,1,1,0,0,0,1
1000953,0,0,0,1,0,0,0,0,0,0,0
1000954,0,2,4,0,0,0,2,2,3,0,2
1000958,0,1,1,0,0,0,1,0,0,0,0
1000959,0,0,2,0,0,1,0,1,4,0,0
1000964,0,0,0,1,0,0,0,0,0,0,0
1000966,1,2,0,0,0,0,3,0,0,0,0
1000967,0,0,0,0,0,0,1,0,0,1,0
1000968,0,0,0,3,0,0,0,0,0,0,0
1000970,0,0,0,0,1,0,0,0,0,0,0
1000971,0,0,0,0,0,0,0,0,1,0,0
1000972,0,0,0,0,1,0,0,0,0,0,0
1000977,0,1,0,0,0,0,1,0,0,0,0
1000980,2,4,0,0,0,0,3,0,4,2,0
1000981,0,0,0,0,0,0,0,0,1,0,0
1000982,0,0,1,0,0,0,0,0,0,0,0
1000983,0,1,0,0,0,0,1,0,0,0,0
1000984,0,0,0,0,1,0,0,0,0,0,0
1000985,1,0,0,0,0,0,1,0,0,1,0
1000986,0,1,1,0,0,0,1,0,0,1,0
1000990,0,0,1,0,0,0,1,1,1,0,0
1000991,0,0,0,0,0,0,0,0,1,0,0
1000992,1,1,0,0,0,0,1,1,0,1,0
1000995,0,0,0,0,1,0,0,0,0,0,0
1000996,0,0,0,0,1,0,0,0,0,0,0
1000999,1,2,0,0,0,0,2,0,0,0,0
1001000,1,1,1,0,0,0,1,0,0,0,0
1001004,0,0,1,0,0,0,0,1,0,0,0
1001006,0,0,0,0,0,0,0,0,1,0,0
1001007,1,1,1,0,0,0,1,1,0,1,0
1001008,0,0,0,0,0,0,0,0,2,0,1
1001009,0,3,0,0,0,0,1,0,0,0,0
1001010,1,1,0,0,0,0,1,0,1,0,0
1001012,1,1,1,0,0,1,1,1,1,0,0
1001013,0,0,0,0,1,0,0,0,0,0,0
1001018,0,0,0,0,1,0,0,0,0,0,0
1001019,0,1,1,0,0,0,1,1,0,0,0
1001020,0,0,0,0,0,0,0,0,2,0,0
1001021,0,0,0,0,0,0,0,0,1,0,0
1001023,1,1,1,0,0,0,1,0,0,0,0
1001024,1,1,2,0,0,0,1,2,0,0,0
1001028,0,0,0,0,1,0,0,0,0,0,0
1001029,0,2,1,0,0,0,1,1,0,0,0
1001030,0,1,0,0,0,0,1,0,3,0,0
1001031,0,0,0,0,0,0,0,0,2,0,0
1001032,0,0,0,0,0,0,1,0,1,0,2
1001033,0,2,0,0,0,0,1,0,1,0,1
1001035,0,0,0,0,1,0,0,0,0,0,0
1001036,0,0,0,0,0,0,0,0,2,0,0
1001041,0,2,0,0,0,0,1,0,1,1,0
1001044,1,0,0,0,0,0,0,0,2,0,0
1001045,0,0,0,0,0,0,0,0,1,0,0
1001046,0,0,0,0,1,0,0,0,0,0,0
1001047,0,0,0,0,1,0,0,0,0,0,0
1001048,0,2,0,0,0,0,1,0,0,1,0
1001050,0,0,0,0,0,0,0,0,1,0,0
1001051,0,0,0,0,0,0,0,0,1,0,0
1001052,0,2,1,0,0,0,1,1,1,0,0
1001053,0,1,0,0,0,0,1,0,1,1,0
1001055,0,0,0,0,1,0,0,0,0,0,0
1001056,0,0,0,0,0,0,0,0,1,0,0
1001057,0,0,0,0,0,0,0,0,1,0,0
1001058,0,2,0,0,0,0,0,0,0,0,0
1001059,0,1,0,0,0,0,1,0,0,0,0
1001061,0,2,0,0,0,0,1,0,0,0,0
1001063,0,0,1,0,0,0,0,1,0,0,0
1001064,0,0,0,0,1,0,0,0,0,0,0
1001067,0,0,0,0,0,0,0,0,4,0,0
1001069,1,1,0,0,0,0,1,0,0,0,0
1001070,0,0,0,0,1,0,0,0,0,0,0
1001071,0,0,1,0,0,0,1,1,0,1,0
1001072,0,0,0,0,1,0,0,0,0,0,0
1001075,0,0,0,0,1,0,0,0,0,0,0
1001076,0,0,0,0,0,0,1,0,0,1,0
1001077,1,1,0,0,0,0,1,0,0,1,0
1001078,1,1,1,0,0,0,1,1,0,0,0
1001079,1,0,1,0,0,1,0,0,0,1,0
1001084,0,0,0,0,0,1,0,0,1,0,0
1001085,0,0,0,0,1,0,0,0,0,0,0
1001086,0,0,0,0,0,0,0,0,2,0,0
1001090,0,1,1,0,0,0,1,1,0,1,0
1001092,0,1,0,0,0,0,1,1,0,1,0
1001093,0,0,0,0,0,0,0,0,3,0,0
1001094,0,2,1,0,0,0,1,0,0,0,0
1001095,0,0,0,0,0,1,0,0,1,0,0
1001096,0,0,0,0,0,0,0,0,2,0,0
1001099,0,0,0,0,1,0,0,0,0,0,0
1001100,0,1,0,0,0,0,1,1,0,1,0
1001101,0,0,0,0,1,0,0,0,0,0,0
1001111,0,2,0,0,0,0,1,0,0,0,0
1001114,0,1,0,0,0,0,1,0,0,1,0
1001115,0,0,0,0,0,0,0,0,1,0,0
1001117,0,0,0,0,0,0,0,0,1,0,0
1001118,0,2,0,0,0,0,1,0,1,0,0
1001119,0,0,0,0,0,0,1,0,0,0,0
1001120,0,0,0,0,0,0,0,0,1,0,0
1001121,1,1,0,0,0,0,1,1,1,0,0
1001122,0,0,1,0,0,0,0,1,0,0,0
1001126,0,0,0,0,0,0,0,0,2,0,0
1001128,0,0,0,0,0,0,0,0,1,0,0
1001129,0,0,0,0,1,0,0,0,0,0,0
1001134,0,0,0,0,0,0,2,0,0,1,0
1001136,0,0,0,0,1,0,0,0,0,0,0
1001146,0,0,0,0,0,1,0,0,1,0,0
1001147,0,0,0,0,0,1,0,0,1,0,0
1001150,0,0,0,0,0,0,0,0,2,0,0
1001154,0,0,0,0,0,0,0,0,1,0,0
1001155,0,0,0,0,1,0,0,0,0,0,0
1001158,0,0,0,0,0,1,1,0,0,0,0
1001159,0,1,0,0,0,0,1,1,0,0,0
1001160,0,1,0,0,0,0,1,0,0,0,0
1001162,1,1,0,0,0,1,1,0,1,1,0
1001163,0,1,1,0,0,0,1,0,0,0,0
1001164,0,0,0,1,0,0,0,0,2,0,0
1001166,0,0,0,0,0,1,1,0,1,0,0
1001167,0,1,1,0,0,0,1,0,0,0,0
1001168,0,2,0,0,0,0,1,0,0,0,0
1001169,1,2,1,0,0,0,1,0,0,0,0
1001170,0,1,2,1,0,0,1,0,0,0,1
1001171,1,1,0,0,0,0,1,1,1,0,0
1001172,1,1,0,0,0,1,1,0,1,1,0
1001173,0,0,0,0,0,1,0,0,1,0,0
1001176,0,0,0,0,0,0,0,0,1,0,0
1001177,0,1,0,0,0,0,1,0,0,0,0
1001178,0,1,0,0,0,0,1,0,0,0,0
1001179,1,2,1,0,0,0,1,0,0,0,0
1001180,0,1,0,0,0,0,1,1,0,0,0
1001183,0,0,0,1,0,0,0,0,0,0,0
1001187,0,0,0,0,0,0,0,0,1,0,0
1001190,0,0,1,1,0,0,0,1,0,1,0
1001191,0,0,0,0,1,0,0,0,0,0,0
1001192,0,0,0,0,0,0,0,0,1,0,0
1001194,0,0,1,0,0,1,0,1,2,0,0
1001195,1,2,0,0,0,0,1,0,1,0,0
1001196,0,1,0,0,0,0,1,1,2,0,0
1001197,0,0,0,0,1,0,0,0,0,0,0
1001199,0,0,0,0,0,0,0,0,1,0,0
1001201,0,0,0,0,0,0,1,0,0,0,0
1001202,0,1,0,0,0,1,1,0,2,0,0
1001204,0,1,1,0,1,0,1,0,0,0,0
1001205,0,0,0,0,1,0,0,0,1,0,0
1001206,0,0,0,0,0,0,0,0,6,0,1
1001214,0,1,0,0,2,0,1,0,2,1,0
1001216,2,2,0,0,1,0,2,0,1,0,0
1001217,0,1,0,1,1,0,1,0,0,0,0
1001218,1,2,0,2,0,0,3,0,0,0,0
1001221,1,0,0,0,0,0,0,0,1,1,0
1001226,0,0,0,0,0,4,1,0,7,0,0
1001232,1,1,0,0,0,0,1,0,1,1,0
1001233,2,2,1,0,0,0,2,0,0,1,0
1001234,0,2,0,0,0,0,2,0,3,2,0
1001235,2,1,1,0,0,1,1,0,0,1,0
1001236,0,0,1,0,0,1,0,1,0,0,0
1001238,0,1,0,0,1,0,1,0,2,0,0
1001241,0,0,0,0,0,0,0,0,2,0,0
1001246,1,1,3,0,0,0,2,1,2,2,0
1001247,0,0,1,0,1,0,0,1,2,0,0
1001248,1,1,0,0,0,0,2,0,3,2,0
1001252,0,0,0,0,0,1,0,0,0,0,0
1001253,0,0,0,0,0,2,1,0,3,0,0
1001254,0,0,0,0,3,0,1,0,0,0,0
1001255,0,0,0,0,2,0,0,0,2,0,0
1001256,0,0,0,0,0,0,0,0,1,0,0
1001257,0,0,0,0,0,0,0,0,2,0,0
1001259,0,1,0,0,2,0,1,0,1,1,0
1001260,0,1,0,0,1,0,1,0,0,0,0
1001261,0,0,0,0,1,0,0,0,0,0,0
1001262,0,0,0,0,1,0,0,1,1,0,0
1001263,0,2,0,0,0,0,2,0,0,1,0
1001264,2,1,0,0,0,2,2,0,2,1,0
1001265,0,1,0,0,0,4,1,0,0,1,0
1001266,0,1,1,0,0,2,1,0,0,1,0
1001267,0,0,0,0,1,0,0,0,1,0,0
1001268,0,0,0,0,1,0,1,0,2,1,0
1001269,0,0,0,0,0,0,1,0,2,0,0
1001270,0,1,0,0,2,0,1,0,0,1,0
1001271,0,1,1,0,2,0,1,1,0,0,0
1001272,0,0,0,0,0,0,0,0,2,0,0
1001273,0,0,0,0,0,3,0,0,0,0,0
1001276,0,0,0,0,0,0,0,0,1,0,0
1001277,0,1,0,0,0,0,0,0,0,0,0
1001278,1,1,0,0,0,0,1,0,0,0,0
1001279,0,0,1,0,0,2,0,0,0,0,0
1001281,1,0,0,0,0,0,1,0,0,1,0
1001282,0,1,0,0,0,0,1,0,1,0,0
1001283,1,2,0,0,0,0,1,1,1,0,0
1001284,0,0,0,0,1,0,0,0,0,0,0
1001287,0,1,0,0,0,2,1,0,0,0,0
1001290,0,0,0,0,0,0,0,1,0,0,0
1001291,0,1,0,0,0,0,1,0,1,1,0
1001294,0,1,1,0,0,0,1,1,0,0,0
1001302,1,0,0,0,0,0,1,0,1,0,0
1001306,1,1,0,0,0,0,1,0,0,1,0
1001307,0,1,0,0,0,0,1,0,1,0,0
1001308,0,0,0,0,0,0,0,0,1,0,0
1001311,0,0,0,0,1,0,0,0,0,0,0
1001312,1,0,1,0,0,0,0,1,0,0,0
1001314,0,0,0,0,1,0,0,0,0,0,0
1001315,0,1,0,0,0,0,1,1,1,0,0
1001316,0,1,1,0,0,0,1,1,1,0,0
1001317,0,0,0,0,0,0,0,1,1,0,0
1001318,0,0,0,0,1,0,0,0,0,0,0
1001319,0,0,0,0,1,0,0,0,0,0,0
1001321,1,2,0,0,0,0,1,0,0,1,0
1001322,1,0,0,0,0,0,1,0,1,0,0
1001323,1,2,0,0,0,0,2,0,1,0,0
1001324,1,1,0,0,0,0,1,0,0,1,0
1001325,0,1,0,0,0,0,1,0,0,0,0
1001328,0,1,1,0,0,0,1,0,3,0,0
1001329,0,0,0,0,0,0,1,0,0,1,0
1001330,1,1,0,0,0,0,1,0,0,1,0
1001331,0,0,0,0,1,0,0,0,0,0,0
1001332,0,0,1,0,0,0,0,1,0,0,0
1001334,0,0,0,0,1,0,0,0,0,0,0
1001335,1,1,0,0,0,0,1,1,2,1,0
1001336,0,0,0,0,0,0,0,0,1,0,0
1001338,0,1,0,0,0,0,1,1,0,0,0
1001339,0,1,0,0,0,0,1,0,2,1,0
1001341,1,1,0,0,0,0,1,0,0,0,0
1001343,0,0,0,0,0,1,0,0,3,0,0
1001344,0,2,0,0,0,0,1,0,0,0,0
1001346,0,1,0,0,0,0,1,0,0,0,0
1001347,0,0,0,0,0,0,0,0,1,0,0
1001351,0,0,1,0,0,0,0,0,0,0,0
1001357,0,1,1,0,0,0,0,1,0,0,0
1001358,0,0,0,0,0,0,1,0,1,0,0
1001362,1,1,0,0,0,0,1,0,1,1,0
1001363,0,2,0,0,0,0,1,0,0,0,0
1001364,0,0,0,0,0,0,0,0,3,0,0
1001365,0,0,0,0,1,0,0,0,0,0,0
1001367,0,0,1,0,0,0,0,1,1,1,0
1001368,0,1,0,0,0,0,1,0,1,0,0
1001370,0,2,0,0,0,0,1,0,0,1,0
1001371,0,0,0,0,1,0,0,0,0,0,0
1001372,2,2,0,0,0,1,2,0,3,0,0
1001375,1,0,1,0,0,0,1,1,1,0,0
1001377,1,1,1,0,0,0,1,0,1,0,0
1001379,0,0,0,0,0,0,0,0,1,0,0
1001380,0,0,1,0,0,0,1,0,1,0,0
1001381,0,0,0,0,0,0,1,0,1,0,0
1001382,0,1,0,0,0,0,1,0,0,1,0
1001383,0,1,0,0,0,0,1,0,2,1,0
1001387,1,1,0,0,0,0,1,0,0,0,0
1001391,1,1,0,0,0,0,1,0,0,0,0
1001394,0,1,0,0,0,0,1,0,0,0,0
1001395,0,0,0,0,0,1,0,0,0,0,0
1001396,0,2,0,0,0,0,0,0,1,0,0
1001397,0,1,0,0,0,0,1,0,4,0,0
1001398,0,2,0,1,0,0,1,0,0,0,0
1001400,1,3,0,0,0,0,1,0,0,0,0
1001403,0,0,1,0,0,0,0,0,0,0,0
1001404,0,0,1,0,0,0,0,1,0,0,0
1001405,0,1,0,0,0,0,1,0,1,0,0
1001406,0,0,0,0,0,0,1,0,1,0,0
1001407,0,0,0,0,1,0,0,0,0,0,0
1001408,1,1,0,0,0,0,1,1,2,0,0
1001409,0,0,0,0,0,0,0,0,1,0,0
1001410,1,1,0,0,0,0,1,0,1,0,0
1001411,1,1,0,0,0,0,1,0,0,0,0
1001414,1,1,0,0,0,0,1,0,0,0,0
1001417,1,2,0,0,0,0,2,0,1,0,0
1001418,0,1,0,0,0,0,1,0,1,0,0
1001420,0,1,1,0,0,0,1,0,0,0,0
1001421,0,0,1,0,0,0,0,1,0,0,0
1001423,0,0,0,0,0,0,0,0,1,0,0
1001424,0,0,0,0,0,0,0,0,1,0,0
1001425,0,0,0,0,1,0,0,0,0,0,0
1001426,0,0,0,0,0,1,0,0,0,0,0
1001427,0,1,0,0,0,0,1,0,1,1,0
1001428,0,0,0,0,0,1,0,0,0,0,0
1001431,0,0,0,0,0,0,0,0,4,0,0
1001433,0,1,0,0,0,0,1,1,0,0,0
1001434,0,1,0,0,0,0,1,0,2,0,0
1001435,0,1,0,0,0,0,1,0,0,0,0
1001436,0,1,0,0,0,0,1,0,0,0,0
1001437,0,2,0,0,0,0,1,0,0,1,0
1001440,0,2,0,0,0,0,1,0,0,1,0
1001441,0,0,0,0,1,0,0,0,0,0,0
1001442,1,0,0,0,0,0,1,0,1,0,0
1001444,0,1,0,0,0,0,1,0,0,0,1
1001445,0,1,0,0,0,1,1,0,0,0,0
1001446,0,1,0,0,0,1,1,0,0,0,0
1001447,0,0,0,0,1,0,0,0,0,0,0
1001450,0,1,0,0,0,0,1,0,0,0,0
1001451,0,0,0,0,1,0,0,0,0,0,0
1001454,0,0,1,0,0,0,0,1,0,1,0
1001455,0,0,1,0,0,0,0,1,0,1,0
1001456,0,1,1,0,0,0,1,0,0,0,0
1001457,0,0,1,0,0,0,0,1,0,0,0
1001462,0,0,0,0,0,1,0,0,0,0,0
1001469,0,1,0,0,0,1,1,1,0,0,0
1001470,1,3,0,0,0,0,1,0,2,0,0
1001471,0,1,0,0,0,0,1,0,1,0,0
1001472,0,1,0,0,0,0,1,0,1,0,0
1001473,1,1,0,0,0,0,1,0,3,1,0
1001474,1,1,0,0,0,0,1,0,0,0,0
1001475,0,1,0,0,0,0,1,0,1,0,0
1001480,0,2,1,0,0,0,1,1,0,0,0
1001482,0,0,0,0,1,0,0,0,0,0,0
1001485,1,1,0,0,0,0,1,0,2,0,0
1001486,0,1,0,0,0,0,1,0,0,0,0
1001487,0,1,0,0,0,0,1,0,0,0,0
1001491,0,0,1,0,0,0,0,0,1,0,0
1001492,0,0,0,0,0,0,0,0,1,0,0
1001494,1,1,0,0,0,1,1,0,1,0,0
1001495,1,0,0,0,0,0,0,0,0,0,0
1001496,0,0,0,0,1,0,0,0,0,0,0
1001499,0,0,0,0,0,0,0,0,1,0,0
1001505,0,0,0,0,0,0,0,0,1,0,0
1001507,0,0,0,0,0,0,0,0,1,0,0
1001508,0,0,0,1,0,0,0,0,1,0,0
1001509,0,2,0,0,0,0,1,0,1,1,0
1001511,0,0,0,0,0,0,1,0,0,0,0
1001512,0,0,0,0,1,0,0,0,0,0,0
1001513,0,0,0,0,0,0,0,0,2,0,0
1001516,0,0,1,1,0,0,0,0,1,0,0
1001518,0,0,0,1,0,0,0,0,0,0,0
1001519,0,0,0,0,0,0,0,0,1,0,0
1001520,0,1,1,0,0,0,1,0,1,0,0
1001521,0,1,0,0,0,0,1,1,1,0,0
1001522,1,1,0,0,0,0,1,0,1,0,0
1001523,1,0,0,0,0,0,0,0,1,0,0
1001524,0,0,0,0,0,0,0,0,1,0,0
1001526,1,1,1,0,0,0,1,0,1,0,0
1001527,0,0,0,0,0,0,0,0,1,0,0
1001529,0,0,1,0,0,0,0,1,0,0,0
1001530,0,0,0,0,0,0,0,0,3,0,0
1001531,0,0,0,0,1,0,0,0,0,0,0
1001534,0,0,0,0,0,1,0,0,2,0,0
1001535,0,0,0,0,1,0,0,0,0,0,0
1001541,0,0,0,0,1,0,0,0,0,0,0
1001544,0,1,0,0,0,0,1,0,1,0,0
1001545,0,0,0,0,1,0,0,0,0,0,0
1001546,1,1,1,0,0,0,1,0,0,0,0
1001547,0,0,0,0,1,0,0,0,0,0,0
1001548,0,1,0,0,0,0,1,0,0,1,0
1001549,0,1,0,0,0,0,1,0,0,0,0
1001550,0,0,0,0,0,0,0,0,1,0,0
1001552,0,0,0,0,0,0,1,1,0,0,0
1001553,0,0,1,0,0,0,1,1,0,0,0
1001555,0,0,0,0,0,1,0,0,3,0,0
1001556,0,1,1,0,0,0,1,0,0,1,0
1001557,0,0,0,0,1,0,0,0,0,0,0
1001558,0,1,0,0,0,0,1,0,1,0,0
1001559,0,1,0,0,0,0,1,1,1,0,0
1001560,0,1,0,1,0,0,1,0,0,1,0
1001564,1,1,0,0,0,0,1,0,1,0,0
1001566,1,2,1,0,0,0,1,0,0,1,0
1001567,1,2,0,0,0,0,1,0,1,0,0
1001568,0,1,0,0,0,0,1,0,0,0,0
1001569,0,0,0,0,0,0,0,0,2,0,0
1001570,0,1,1,0,0,0,1,1,0,0,0
1001571,0,0,1,0,0,0,0,1,0,0,0
1001575,2,1,0,0,0,0,1,0,0,1,0
1001576,0,1,0,0,0,0,1,1,1,0,0
1001577,0,0,0,0,0,0,0,0,1,0,0
1001578,0,1,0,0,0,0,1,0,1,0,0
1001579,0,0,0,0,0,0,0,0,1,0,0
1001580,1,0,0,0,0,0,0,0,1,0,0
1001581,0,0,0,0,1,0,0,0,0,0,0
1001582,1,0,0,0,0,0,0,0,0,0,0
1001585,1,2,1,0,0,0,1,0,0,0,0
1001590,1,1,0,0,0,0,1,0,0,0,0
1001591,0,0,0,0,0,0,1,0,1,0,0
1001592,1,1,0,0,0,0,1,0,0,0,0
1001594,0,1,0,0,0,0,2,0,1,1,1
1001595,0,0,0,0,0,1,0,0,0,1,0
1001597,0,0,0,0,0,0,0,0,1,0,0
1001598,0,1,0,0,0,0,1,1,0,0,0
1001600,0,0,0,0,1,0,0,0,0,0,0
1001601,0,0,0,0,1,0,0,0,0,0,0
1001605,0,0,0,0,1,0,0,0,0,0,0
1001606,0,0,0,0,0,0,0,0,1,0,0
1001607,1,1,0,0,0,0,1,0,1,0,0
1001609,0,1,0,0,0,0,1,1,1,0,0
1001610,0,0,1,0,0,0,0,1,0,0,0
1001613,0,0,0,0,0,0,2,0,2,1,0
1001615,0,0,0,0,1,0,0,0,0,0,0
1001616,0,0,0,0,1,0,0,0,0,0,0
1001617,0,1,0,0,0,0,1,0,1,1,0
1001621,0,0,0,0,1,0,0,0,0,0,0
1001622,0,0,0,0,1,0,0,0,0,0,0
1001623,0,0,0,0,1,0,0,0,0,0,0
1001626,0,0,0,0,1,0,0,0,0,0,0
1001627,1,2,0,0,0,0,1,0,0,0,0
1001628,1,1,0,0,0,0,1,0,0,0,0
1001629,0,0,0,1,0,0,0,0,1,0,0
1001633,0,2,0,1,0,0,1,0,1,0,0
1001634,1,1,0,0,0,0,1,0,0,1,0
1001635,1,2,0,0,0,1,1,0,0,0,0
1001636,0,1,0,0,0,1,1,0,0,2,0
1001637,0,0,0,0,1,0,0,0,0,0,0
1001638,0,0,0,0,0,0,0,0,1,0,0
1001639,0,1,0,0,0,0,1,0,1,0,0
1001640,1,1,0,0,0,0,1,0,0,0,0
1001644,0,0,0,0,0,0,0,0,1,0,0
1001646,0,1,0,0,0,0,1,0,0,0,0
1001647,0,0,1,0,0,1,0,1,4,0,0
1001648,0,0,0,0,0,1,1,0,1,0,0
1001650,0,0,0,0,1,0,0,0,0,0,0
1001651,0,0,0,0,0,0,0,0,1,0,0
1001652,0,0,1,0,0,0,0,1,0,0,0
1001654,0,1,0,0,0,0,1,0,1,0,0
1001657,0,3,0,0,0,0,1,0,1,0,0
1001659,1,1,0,0,0,0,1,0,0,1,0
1001660,1,3,1,0,0,0,1,0,1,1,0
1001661,1,1,0,0,0,0,1,0,0,1,0
1001662,0,0,0,0,0,0,2,0,0,0,0
1001663,0,0,0,0,0,0,0,0,1,0,0
1001665,1,0,0,0,0,0,1,1,1,0,0
1001666,0,0,0,0,1,0,0,0,0,0,0
1001667,1,0,1,0,0,0,1,0,0,0,0
1001669,0,0,0,0,0,0,0,0,1,0,0
1001670,0,0,0,2,0,1,0,0,3,0,0
1001672,0,0,0,0,1,0,0,0,0,0,0
1001673,0,0,0,0,0,0,0,0,1,0,0
1001687,0,0,0,0,1,0,0,0,0,0,0
1001688,0,0,0,0,1,0,0,0,0,0,0
1001689,0,1,0,0,0,0,1,0,3,0,0
1001690,0,1,0,0,0,0,1,0,0,0,0
1001692,1,1,0,0,0,0,1,0,0,0,0
1001693,0,0,0,0,1,0,0,0,0,0,0
1001694,0,0,0,0,0,0,0,0,3,0,0
1001695,0,1,0,0,0,1,1,0,0,0,0
1001696,0,2,0,0,0,0,1,0,0,0,0
1001697,1,2,0,0,0,0,1,0,1,0,0
1001698,0,0,1,0,0,0,0,1,1,0,0
1001700,0,0,0,0,1,0,0,0,0,0,0
1001702,0,0,0,1,0,0,0,0,1,0,0
1001703,0,0,0,0,0,0,0,0,1,0,0
1001706,0,1,0,0,0,0,1,0,0,0,0
1001707,1,1,1,0,0,1,1,0,2,0,0
1001708,0,0,0,0,0,0,0,0,1,0,0
1001709,0,0,0,0,1,0,0,0,0,0,0
1001710,1,1,0,0,0,0,1,0,0,1,0
1001713,0,0,0,0,0,1,1,0,1,0,0
1001717,0,1,0,0,0,0,1,1,2,0,0
1001718,0,1,0,0,0,0,1,0,0,0,0
1001719,0,1,0,0,0,0,1,0,1,0,0
1001720,0,2,0,0,0,0,1,0,0,0,0
1001721,0,1,0,0,0,0,1,0,0,0,0
1001722,0,0,1,0,0,0,0,1,1,0,0
1001723,1,1,0,0,0,0,1,0,0,0,0
1001724,0,0,0,0,0,0,0,0,1,0,0
1001725,0,1,0,0,0,0,1,0,1,0,0
1001726,0,0,1,0,0,0,0,1,0,0,0
1001727,0,0,0,0,1,0,0,0,0,0,0
1001728,0,0,0,0,1,0,0,0,0,0,0
1001729,1,3,0,0,0,1,1,0,0,1,0
1001730,0,0,0,0,1,0,0,0,0,0,0
1001731,0,1,0,0,0,0,1,0,0,1,0
1001733,0,1,1,0,0,0,1,1,0,0,0
1001734,0,0,0,0,0,0,0,0,2,0,0
1001735,0,0,0,0,0,0,0,0,2,0,0
1001736,0,0,0,0,0,0,0,0,1,0,0
1001742,0,0,0,0,0,0,0,0,0,1,0
1001744,0,0,0,0,1,0,0,0,0,0,0
1001747,0,1,1,0,0,0,1,1,1,0,0
1001748,2,1,0,0,0,0,1,0,1,0,0
1001749,0,0,0,0,0,0,0,0,1,0,0
1001750,0,0,0,0,0,0,0,0,1,0,0
1001752,0,0,1,0,0,0,0,1,0,0,0
1001753,0,1,0,0,0,0,1,0,0,0,0
1001755,0,0,0,0,0,0,0,0,1,0,0
1001756,0,0,0,0,1,0,0,0,0,0,0
1001758,0,1,0,0,0,0,1,0,0,0,0
1001759,0,0,0,0,0,1,0,0,1,0,0
1001760,0,0,0,0,1,0,0,0,0,0,0
1001761,0,0,0,0,0,2,1,0,0,0,0
1001763,0,0,0,0,0,0,0,0,1,0,0
1001764,0,0,0,0,0,0,0,0,1,0,0
1001765,0,0,1,0,0,0,0,1,1,0,0
1001767,0,1,0,0,0,0,1,0,1,1,0
1001768,0,1,1,0,0,0,1,0,1,0,0
1001770,0,0,0,0,1,0,0,0,0,0,0
1001772,0,1,0,0,0,0,1,0,0,0,0
1001773,0,0,0,0,1,0,0,0,0,0,0
1001777,1,1,0,0,0,0,1,0,0,0,0
1001778,0,0,0,0,1,0,0,0,0,0,0
1001781,0,1,1,0,0,1,1,1,0,0,0
1001782,0,0,0,0,0,0,1,0,4,0,0
1001783,0,1,0,0,0,0,1,0,0,1,0
1001784,0,1,0,0,0,0,2,0,0,1,0
1001785,0,1,0,0,0,0,2,0,0,0,0
1001787,0,0,0,0,0,0,2,0,0,0,0
1001788,1,1,0,0,0,0,2,0,0,0,0
1001789,0,0,0,0,0,1,0,0,0,0,0
1001791,1,0,0,0,0,0,1,0,0,0,0
1001792,0,0,0,0,0,0,0,0,2,0,0
1001793,0,0,0,1,0,0,1,1,0,0,0
1001794,0,0,0,0,0,0,1,1,0,1,0
